I,N, 07/15/2020:19:52:54,-165.9015,-38.9068
I,N, 07/15/2020:19:53:04,-165.2773,-39.2947
I,N, 07/15/2020:19:53:14,-164.6138,-39.698
I,N, 07/15/2020:19:53:24,-163.9742,-40.0781
I,N, 07/15/2020:19:53:35,-163.327,-40.454
I,N, 07/15/2020:19:53:45,-162.6392,-40.8443
I,N, 07/15/2020:19:53:55,-161.9762,-41.2116
I,N, 07/15/2020:19:54:05,-161.3052,-41.5746
I,N, 07/15/2020:19:54:15,-160.6262,-41.9331
I,N, 07/15/2020:19:54:26,-159.9046,-42.3046
I,N, 07/15/2020:19:54:36,-159.209,-42.6536
I,N, 07/15/2020:19:54:46,-158.5052,-42.9978
I,N, 07/15/2020:19:54:56,-157.7929,-43.3371
I,N, 07/15/2020:19:55:06,-157.036,-43.688
I,N, 07/15/2020:19:55:16,-156.3065,-44.0168
I,N, 07/15/2020:19:55:26,-155.5685,-44.3404
I,N, 07/15/2020:19:55:36,-154.8219,-44.6587
I,N, 07/15/2020:19:55:47,-154.0285,-44.987
I,N, 07/15/2020:19:55:57,-153.2641,-45.2938
I,N, 07/15/2020:19:56:07,-152.491,-45.5949
I,N, 07/15/2020:19:56:17,-151.6699,-45.9048
I,N, 07/15/2020:19:56:27,-150.879,-46.1937
I,N, 07/15/2020:19:56:37,-150.0793,-46.4766
I,N, 07/15/2020:19:56:48,-149.2708,-46.7532
I,N, 07/15/2020:19:56:58,-148.4127,-47.0368
I,N, 07/15/2020:19:57:08,-147.5867,-47.3001
I,N, 07/15/2020:19:57:18,-146.7521,-47.5569
I,N, 07/15/2020:19:57:28,-145.909,-47.8069
I,N, 07/15/2020:19:57:39,-145.0146,-48.062
I,N, 07/15/2020:19:57:49,-144.1542,-48.2977
I,N, 07/15/2020:19:57:59,-143.2856,-48.5264
I,N, 07/15/2020:19:58:09,-142.3647,-48.7587
I,N, 07/15/2020:19:58:19,-141.4795,-48.9723
I,N, 07/15/2020:19:58:29,-140.5866,-49.1784
I,N, 07/15/2020:19:58:39,-139.686,-49.3769
I,N, 07/15/2020:19:58:50,-138.7325,-49.577
I,N, 07/15/2020:19:59:00,-137.8168,-49.7595
